ride_id,datetime,city,driver_id,customer_id,ride_status,distance_km,fare_amount,payment_method,vehicle_type,surge_multiplier
16310,2024-03-04 09:21:00,Mumbai,1660,12216,Completed,13.93,207.16,Card,Mini,1.0
16311,2024-06-22 17:56:00,Hyderabad,1554,19278,Completed,8.63,143.56,Cash,SUV,1.0
16312,2024-02-29 01:49:00,Bangalore,1701,6947,Completed,15.96,277.82,Wallet,Auto,1.2
16313,2024-03-15 04:53:00,Delhi,1519,19277,Completed,7.94,270.56,Wallet,Prime,2.0
16314,2024-03-08 13:18:00,Bangalore,1850,16640,Completed,19.88,278.56,Card,Prime,1.0
16315,2024-08-11 08:12:00,Mumbai,1860,15415,Completed,16.8,483.2,Cash,Mini,2.0
16316,2024-07-03 21:44:00,Bangalore,1803,7347,Cancelled,17.88,0.0,Card,Prime,1.0
16317,2024-10-19 01:14:00,Pune,1055,13365,Completed,10.21,162.52,Cash,SUV,1.0
16318,2024-12-27 00:22:00,Chennai,1644,9551,Cancelled,6.86,0.0,Wallet,SUV,1.0
16319,2024-08-31 15:03:00,Chennai,1352,6314,Completed,11.4,176.8,Card,SUV,1.0
16320,2024-03-11 19:17:00,Hyderabad,1925,7445,Completed,13.47,241.97,Card,Mini,1.2
16321,2024-11-09 23:10:00,Hyderabad,1582,6887,Completed,10.85,170.2,Wallet,Auto,1.0
16322,2024-10-07 00:05:00,Mumbai,1203,18093,Completed,7.7,132.4,Cash,Auto,1.0
16323,2024-08-12 01:02:00,Mumbai,1203,6929,Cancelled,14.18,0.0,Card,Mini,1.0
16324,2024-12-10 08:29:00,Hyderabad,1663,19467,Completed,19.63,275.56,Wallet,Auto,1.0
16325,2024-04-20 08:22:00,Pune,1411,6623,Cancelled,12.69,0.0,Cash,Mini,1.0
16326,2024-07-06 02:09:00,Delhi,1164,7416,Completed,7.86,134.32,UPI,Mini,1.0
16327,2024-09-11 21:40:00,Chennai,1884,14457,Completed,9.11,179.18,UPI,Auto,1.2
16328,2024-09-07 10:29:00,Delhi,1038,10847,Completed,4.51,94.12,Cash,Auto,1.0
16329,2024-11-01 23:17:00,Pune,1998,16124,Completed,22.35,462.3,UPI,Auto,1.5
16330,2024-10-10 19:31:00,Chennai,1803,18063,Completed,21.93,303.16,Cash,Auto,1.0
16331,2024-08-17 19:44:00,Delhi,1591,11613,Completed,4.57,94.84,Cash,Prime,1.0
16332,2024-07-31 12:40:00,Pune,1001,19323,Cancelled,17.78,0.0,UPI,Mini,1.0
16333,2024-05-02 10:07:00,Chennai,1461,15043,Cancelled,11.01,0.0,Wallet,Prime,1.0
16334,2024-01-22 00:34:00,Pune,1105,7501,Completed,21.97,607.28,Card,SUV,2.0
16335,2024-09-21 19:05:00,Bangalore,1085,11006,Completed,20.91,349.1,Cash,Prime,1.2
16336,2024-07-30 00:57:00,Chennai,1776,8442,Completed,16.52,238.24,Cash,Auto,1.0
16337,2024-01-21 13:58:00,Hyderabad,1818,10126,Completed,22.22,367.97,Wallet,Auto,1.2
16338,2024-09-11 01:25:00,Bangalore,1149,5519,Completed,20.6,287.2,Cash,SUV,1.0
16339,2024-07-08 03:43:00,Pune,1644,14610,Completed,6.8,145.92,Wallet,Prime,1.2
16340,2024-02-23 03:43:00,Chennai,1805,8879,Cancelled,14.95,0.0,Wallet,Auto,2.0
16341,2024-03-26 14:45:00,Delhi,1803,11200,Completed,14.96,219.52,Cash,Prime,1.0
16342,2024-10-26 05:55:00,Pune,1373,14010,Cancelled,4.07,0.0,Wallet,Auto,1.0
16343,2024-09-11 16:16:00,Mumbai,1050,6693,Completed,22.58,466.44,UPI,Mini,1.5
16344,2024-01-03 17:33:00,Pune,1883,9186,Completed,23.25,319.0,Wallet,Mini,1.0
16345,2024-08-22 08:08:00,Hyderabad,1256,9273,Completed,21.15,293.8,Card,SUV,1.0
16346,2024-06-26 09:43:00,Delhi,1053,7953,Completed,2.37,68.44,Cash,SUV,1.0
16347,2024-06-28 04:37:00,Mumbai,1279,14102,Completed,3.69,101.14,Wallet,SUV,1.2
16348,2024-01-19 06:16:00,Mumbai,1573,5058,Completed,12.53,228.43,Card,Prime,1.2
16349,2024-11-03 09:09:00,Mumbai,1572,14321,No Show,7.67,0.0,Cash,Auto,1.0
16350,2024-11-06 11:53:00,Bangalore,1246,7081,Cancelled,2.39,0.0,Card,Auto,1.0
16351,2024-09-16 05:24:00,Pune,1131,14367,Completed,14.7,216.4,Cash,Prime,1.0
16352,2024-12-19 14:32:00,Pune,1707,8656,Completed,13.96,207.52,UPI,SUV,1.0
16353,2024-02-08 23:30:00,Mumbai,1248,15596,Completed,19.74,276.88,Cash,Prime,1.0
16354,2024-03-25 00:48:00,Hyderabad,1004,11894,Completed,18.22,258.64,Card,SUV,1.0
16355,2024-04-15 22:12:00,Chennai,1429,10820,Cancelled,13.07,0.0,UPI,Auto,1.0
16356,2024-02-28 08:34:00,Chennai,1078,13455,Completed,21.23,294.76,UPI,Auto,1.0
16357,2024-02-17 17:42:00,Delhi,1119,19708,Completed,11.88,182.56,Wallet,SUV,1.0
16358,2024-12-16 04:16:00,Mumbai,1057,18321,Completed,5.39,104.68,UPI,Auto,1.0
16359,2024-10-25 02:13:00,Hyderabad,1825,12510,Completed,6.66,119.92,Wallet,Mini,1.0
16360,2024-01-17 23:10:00,Mumbai,1755,6837,Completed,19.36,272.32,Cash,Prime,1.0
16361,2024-10-20 02:00:00,Mumbai,1752,7746,Completed,12.67,192.04,Wallet,SUV,1.0
16362,2024-03-21 18:03:00,Pune,1875,11942,Completed,6.28,173.04,Card,Prime,1.5
16363,2024-10-26 12:34:00,Hyderabad,1023,14649,Cancelled,11.6,0.0,Card,Mini,1.2
16364,2024-04-07 13:22:00,Bangalore,1176,8453,Completed,3.96,105.02,UPI,Auto,1.2
16365,2024-04-29 01:24:00,Mumbai,1250,6357,Completed,18.26,259.12,Card,Mini,1.0
16366,2024-08-28 05:12:00,Mumbai,1964,19280,Completed,12.84,232.9,Wallet,SUV,1.2
16367,2024-07-17 08:54:00,Bangalore,1272,15677,Completed,2.94,112.92,UPI,Prime,1.5
16368,2024-08-03 06:20:00,Mumbai,1846,6668,Completed,21.05,292.6,UPI,Mini,1.0
16369,2024-02-20 03:28:00,Mumbai,1120,5536,Completed,14.28,211.36,Wallet,Mini,1.0
16370,2024-04-05 04:51:00,Pune,1515,6110,Completed,21.08,439.44,Cash,Auto,1.5
16371,2024-07-23 04:04:00,Pune,1598,18277,Completed,11.54,214.18,Card,Prime,1.2
16372,2024-09-21 06:14:00,Pune,1389,11921,Completed,21.95,303.4,UPI,Prime,1.0
16373,2024-11-25 08:55:00,Mumbai,1761,11988,Cancelled,4.05,0.0,Card,SUV,1.0
16374,2024-08-22 19:24:00,Hyderabad,1895,17626,Completed,19.22,270.64,UPI,Prime,1.0
16375,2024-01-06 05:37:00,Hyderabad,1350,9920,Completed,15.78,229.36,UPI,SUV,1.0
16376,2024-06-20 17:47:00,Bangalore,1031,19661,Completed,5.46,105.52,Wallet,SUV,1.0
16377,2024-10-01 04:54:00,Chennai,1833,18326,Completed,4.89,98.68,Wallet,Mini,1.0
16378,2024-04-02 07:11:00,Delhi,1460,10784,Completed,8.34,140.08,Card,Mini,1.0
16379,2024-07-25 00:30:00,Delhi,1886,16604,Completed,24.3,331.6,Wallet,Auto,1.0
16380,2024-08-12 00:49:00,Chennai,1971,18672,Cancelled,11.0,0.0,Card,Auto,1.0
16381,2024-11-21 16:57:00,Chennai,1038,5082,Completed,4.87,98.44,Card,Auto,1.0
16382,2024-01-04 19:27:00,Pune,1570,9026,Cancelled,22.13,0.0,Cash,Mini,2.0
16383,2024-03-01 09:21:00,Hyderabad,1508,12907,Cancelled,16.33,0.0,UPI,Mini,1.0
16384,2024-04-23 05:12:00,Hyderabad,1250,19036,Cancelled,19.01,0.0,UPI,SUV,1.0
16385,2024-08-07 08:10:00,Pune,1137,6922,Completed,11.91,182.92,Cash,SUV,1.0
16386,2024-06-23 11:15:00,Hyderabad,1376,8599,Cancelled,17.01,0.0,Wallet,Auto,1.5
16387,2024-11-10 23:35:00,Hyderabad,1511,17048,Cancelled,4.96,0.0,Card,Mini,1.0
16388,2024-08-15 16:50:00,Hyderabad,1956,6386,Completed,21.9,302.8,Cash,SUV,1.0
16389,2024-02-28 06:22:00,Hyderabad,1639,12993,Completed,12.95,234.48,Card,Auto,1.2
16390,2024-07-11 14:25:00,Delhi,1561,9393,Completed,7.5,130.0,UPI,Mini,1.0
16391,2024-05-08 05:47:00,Mumbai,1517,10785,Completed,8.66,172.7,Cash,Prime,1.2
16392,2024-05-07 22:20:00,Chennai,1925,10304,Completed,17.2,369.6,Wallet,SUV,1.5
16393,2024-07-02 04:29:00,Hyderabad,1808,19628,Completed,7.57,157.01,UPI,Prime,1.2
16394,2024-08-27 17:57:00,Delhi,1927,13475,Completed,7.9,134.8,Wallet,Auto,1.0
16395,2024-11-18 15:14:00,Hyderabad,1485,10515,Completed,15.89,230.68,Wallet,Auto,1.0
16396,2024-11-25 09:22:00,Bangalore,1554,5972,Completed,8.77,145.24,UPI,Prime,1.0
16397,2024-07-10 02:58:00,Mumbai,1168,17172,Completed,7.09,125.08,UPI,Prime,1.0
16398,2024-04-07 05:49:00,Mumbai,1817,11375,Completed,16.91,242.92,Card,Prime,1.0
16399,2024-07-18 18:54:00,Delhi,1939,19300,Cancelled,8.03,0.0,Wallet,SUV,1.2
16400,2024-05-03 01:24:00,Mumbai,1394,17360,Completed,17.29,247.48,Card,SUV,1.0
16401,2024-09-14 13:29:00,Delhi,1274,16337,Completed,6.23,114.76,Card,Prime,1.0
16402,2024-09-14 01:48:00,Hyderabad,1482,17514,Completed,19.64,275.68,UPI,Prime,1.0
16403,2024-06-25 21:14:00,Bangalore,1176,11022,Completed,2.09,65.08,Cash,Mini,1.0
16404,2024-08-31 03:31:00,Mumbai,1221,16433,Completed,8.75,174.0,Card,Auto,1.2
16405,2024-03-29 00:50:00,Mumbai,1126,9250,Completed,20.23,339.31,Cash,Prime,1.2
16406,2024-06-21 00:13:00,Hyderabad,1758,15149,Completed,13.5,303.0,Card,Mini,1.5
16407,2024-05-13 07:34:00,Chennai,1244,12419,Completed,13.1,295.8,Card,Mini,1.5
16408,2024-07-03 12:15:00,Delhi,1073,18353,Completed,17.09,245.08,UPI,SUV,1.0
16409,2024-12-15 18:14:00,Chennai,1419,15710,Cancelled,20.23,0.0,Cash,SUV,1.0
16410,2024-11-09 15:07:00,Delhi,1346,5981,Completed,19.77,277.24,Wallet,Mini,1.0
16411,2024-09-12 04:14:00,Mumbai,1852,5559,Cancelled,12.05,0.0,Cash,Prime,1.5
16412,2024-04-03 17:02:00,Pune,1768,18709,Completed,11.8,181.6,Wallet,SUV,1.0
16413,2024-11-29 18:58:00,Pune,1201,10553,Completed,21.96,303.52,Wallet,SUV,1.0
16414,2024-07-17 12:19:00,Chennai,1021,12224,Completed,13.26,199.12,Cash,Prime,1.0
16415,2024-06-04 01:46:00,Chennai,1461,11593,Completed,10.64,251.52,Wallet,Auto,1.5
16416,2024-12-06 21:58:00,Hyderabad,1009,6057,Completed,21.19,294.28,Card,Prime,1.0
16417,2024-05-09 16:39:00,Bangalore,1059,16377,Completed,21.96,303.52,Card,Auto,1.0
16418,2024-02-13 03:49:00,Hyderabad,1861,7165,Completed,7.5,130.0,UPI,Auto,1.0
16419,2024-11-23 06:32:00,Delhi,1346,7415,Completed,18.63,395.34,UPI,SUV,1.5
16420,2024-01-03 15:53:00,Pune,1275,14760,Completed,10.17,162.04,Wallet,SUV,1.0
16421,2024-10-25 17:13:00,Hyderabad,1523,5509,Cancelled,8.21,0.0,UPI,Mini,1.0
16422,2024-04-26 10:28:00,Pune,1695,8756,Completed,13.38,240.67,Card,Prime,1.2
16423,2024-05-04 07:12:00,Delhi,1787,6090,Completed,12.44,227.14,Card,SUV,1.2
16424,2024-11-13 02:19:00,Mumbai,1887,6015,Completed,16.45,237.4,Card,Auto,1.0
16425,2024-04-16 23:59:00,Delhi,1290,13495,Completed,9.92,190.85,Wallet,Prime,1.2
16426,2024-12-12 15:51:00,Chennai,1814,16424,Completed,7.81,133.72,Wallet,Prime,1.0
16427,2024-02-12 21:45:00,Delhi,1450,16642,Completed,11.43,177.16,UPI,Mini,1.0
16428,2024-11-28 19:54:00,Bangalore,1121,11343,Completed,2.29,67.48,Wallet,Prime,1.0
16429,2024-08-01 11:58:00,Delhi,1656,14382,Completed,18.02,512.48,Wallet,SUV,2.0
16430,2024-05-08 13:19:00,Hyderabad,1817,9852,Completed,7.59,131.08,Wallet,Prime,1.0
16431,2024-03-26 08:08:00,Delhi,1684,12858,Completed,18.05,256.6,Cash,Auto,1.0
16432,2024-01-23 03:15:00,Bangalore,1204,6805,Completed,18.8,318.72,Cash,Mini,1.2
16433,2024-09-05 22:44:00,Mumbai,1305,12394,Completed,5.15,101.8,Wallet,SUV,1.0
16434,2024-05-05 20:32:00,Pune,1400,12874,Completed,10.61,200.78,UPI,Mini,1.2
16435,2024-12-08 05:37:00,Hyderabad,1982,5196,Completed,20.54,286.48,UPI,Prime,1.0
16436,2024-03-30 20:12:00,Bangalore,1414,15271,Completed,14.11,209.32,Cash,Prime,1.0
16437,2024-11-25 10:24:00,Hyderabad,1880,9660,Completed,5.33,103.96,Card,Mini,1.0
16438,2024-11-02 17:59:00,Chennai,1093,14740,Completed,12.7,192.4,Card,Mini,1.0
16439,2024-04-15 06:49:00,Mumbai,1521,14865,Cancelled,17.98,0.0,Cash,SUV,1.0
16440,2024-10-03 06:51:00,Chennai,1581,11263,Completed,11.17,348.08,Wallet,Auto,2.0
16441,2024-05-23 10:07:00,Pune,1002,19101,Completed,19.0,268.0,UPI,Auto,1.0
16442,2024-08-06 13:53:00,Mumbai,1463,7746,Cancelled,18.5,0.0,Wallet,Auto,1.0
16443,2024-08-20 04:19:00,Mumbai,1477,6092,Cancelled,22.99,0.0,Card,SUV,1.0
16444,2024-10-08 07:08:00,Delhi,1484,14408,Completed,17.55,375.9,Cash,Auto,1.5
16445,2024-06-20 20:23:00,Bangalore,1746,13289,Completed,2.88,74.56,UPI,SUV,1.0
16446,2024-02-15 19:55:00,Mumbai,1356,9018,Completed,14.7,216.4,UPI,SUV,1.0
16447,2024-01-02 23:23:00,Delhi,1974,13662,Completed,23.45,321.4,Cash,Auto,1.0
16448,2024-05-07 21:53:00,Chennai,1159,7720,Completed,15.36,224.32,Cash,SUV,1.0
16449,2024-09-15 05:12:00,Pune,1128,15928,Completed,12.81,232.46,UPI,Mini,1.2
16450,2024-04-20 10:58:00,Pune,1690,13386,Cancelled,10.33,0.0,Card,SUV,2.0
16451,2024-11-11 19:25:00,Bangalore,1297,16491,Completed,16.81,241.72,Cash,Prime,1.0
16452,2024-10-20 00:24:00,Pune,1811,8155,Completed,16.58,238.96,Card,Auto,1.0
16453,2024-04-02 19:52:00,Chennai,1210,19429,Completed,8.69,144.28,Cash,SUV,1.0
16454,2024-08-31 22:47:00,Mumbai,1023,19588,Completed,13.09,197.08,Card,Auto,1.0
16455,2024-05-04 09:02:00,Mumbai,1695,14321,Completed,3.56,82.72,Card,SUV,1.0
16456,2024-05-01 16:10:00,Delhi,1686,12345,Completed,13.64,203.68,Wallet,Mini,1.0
16457,2024-08-06 03:01:00,Bangalore,1420,13593,Completed,17.61,251.32,Cash,Auto,1.0
16458,2024-11-04 01:15:00,Delhi,1456,18510,Completed,3.55,99.12,UPI,Auto,1.2
16459,2024-10-21 02:31:00,Hyderabad,1162,16851,Completed,24.33,497.94,UPI,Auto,1.5
16460,2024-02-28 02:34:00,Mumbai,1526,17278,No Show,4.33,0.0,Wallet,SUV,1.0
16461,2024-08-15 12:25:00,Delhi,1727,5971,Completed,14.25,211.0,UPI,Auto,1.0
16462,2024-01-23 07:11:00,Pune,1920,5178,Completed,18.28,518.72,UPI,Mini,2.0
16463,2024-01-14 19:02:00,Chennai,1889,17448,Completed,9.58,232.44,Card,SUV,1.5
16464,2024-09-04 23:50:00,Chennai,1950,17872,Completed,23.03,474.54,Card,Prime,1.5
16465,2024-09-01 22:28:00,Chennai,1711,7190,Completed,17.57,301.01,UPI,Auto,1.2
16466,2024-02-08 03:23:00,Mumbai,1458,12420,Completed,5.7,108.4,Card,Mini,1.0
16467,2024-02-26 19:17:00,Chennai,1456,8819,Completed,18.33,259.96,Wallet,Prime,1.0
16468,2024-05-05 08:31:00,Delhi,1829,5541,Completed,20.49,285.88,Wallet,Prime,1.0
16469,2024-06-04 17:20:00,Bangalore,1086,6245,Completed,2.64,71.68,UPI,SUV,1.0
16470,2024-11-19 13:47:00,Bangalore,1759,12929,Completed,8.35,140.2,UPI,SUV,1.0
16471,2024-12-03 12:41:00,Mumbai,1151,5871,Completed,12.59,191.08,Card,Prime,1.0
16472,2024-07-14 02:48:00,Delhi,1751,10021,Completed,12.63,287.34,UPI,Prime,1.5
16473,2024-08-19 20:48:00,Hyderabad,1362,10541,Completed,16.12,350.16,Wallet,Mini,1.5
16474,2024-05-15 23:37:00,Chennai,1732,6895,Completed,13.42,201.04,Cash,SUV,1.0
16475,2024-05-22 12:36:00,Mumbai,1772,7397,Completed,7.81,160.46,Cash,SUV,1.2
16476,2024-10-27 00:48:00,Hyderabad,1361,16200,Completed,9.26,181.34,Cash,Auto,1.2
16477,2024-07-14 03:25:00,Chennai,1883,10567,Completed,9.94,159.28,UPI,SUV,1.0
16478,2024-12-05 03:55:00,Bangalore,1824,13977,Completed,9.89,158.68,Card,SUV,1.0
16479,2024-08-07 04:51:00,Mumbai,1815,8802,Completed,8.72,144.64,Cash,SUV,1.0
16480,2024-10-18 01:50:00,Chennai,1408,8669,Cancelled,21.17,0.0,UPI,Auto,1.0
16481,2024-06-06 08:20:00,Hyderabad,1231,19675,Completed,3.29,79.48,Card,Prime,1.0
16482,2024-11-16 13:52:00,Chennai,1427,9387,Completed,16.08,279.55,Wallet,Prime,1.2
16483,2024-09-07 19:55:00,Pune,1030,11773,Completed,15.96,231.52,Cash,Mini,1.0
16484,2024-09-27 15:20:00,Hyderabad,1183,5200,Completed,16.87,242.44,Card,Mini,1.0
16485,2024-03-11 02:13:00,Bangalore,1310,11588,Completed,4.54,94.48,Wallet,Mini,1.0
16486,2024-08-23 10:28:00,Pune,1875,8449,No Show,17.85,0.0,Wallet,SUV,1.0
16487,2024-04-18 07:38:00,Hyderabad,1864,6207,Completed,4.16,134.88,Card,SUV,1.5
16488,2024-05-01 06:35:00,Mumbai,1661,8049,Completed,24.83,337.96,UPI,Auto,1.0
16489,2024-05-13 14:54:00,Hyderabad,1428,11462,Completed,9.09,149.08,Cash,Mini,1.0
16490,2024-03-22 02:05:00,Bangalore,1083,9184,Cancelled,24.33,0.0,UPI,SUV,1.0
16491,2024-08-07 17:46:00,Chennai,1540,17383,Completed,16.18,280.99,Cash,Prime,1.2
16492,2024-06-04 17:48:00,Pune,1640,11949,Completed,6.22,114.64,UPI,SUV,1.0
16493,2024-01-25 15:04:00,Bangalore,1435,6672,Completed,13.37,240.53,Wallet,Mini,1.2
16494,2024-07-12 21:53:00,Mumbai,1409,15266,Completed,21.37,296.44,Card,Mini,1.0
16495,2024-09-21 22:47:00,Pune,1472,15932,Completed,15.6,272.64,Wallet,SUV,1.2
16496,2024-05-07 21:31:00,Chennai,1684,8488,Completed,23.81,390.86,Cash,Prime,1.2
16497,2024-11-01 15:41:00,Hyderabad,1403,11647,Completed,18.69,264.28,Card,Mini,1.0
16498,2024-06-30 04:33:00,Chennai,1329,9975,Completed,23.07,380.21,Cash,Auto,1.2
16499,2024-02-28 11:30:00,Chennai,1181,10336,Completed,20.18,282.16,Cash,Prime,1.0
16500,2024-08-29 14:52:00,Delhi,1482,5170,Completed,10.14,242.52,Wallet,Mini,1.5
16501,2024-09-26 09:23:00,Hyderabad,1653,19553,Completed,16.45,237.4,UPI,SUV,1.0
16502,2024-11-13 06:49:00,Pune,1638,16306,Cancelled,9.84,0.0,Card,Auto,1.2
16503,2024-07-16 11:32:00,Mumbai,1845,6294,Completed,18.31,259.72,UPI,Mini,1.0
16504,2024-09-15 02:26:00,Pune,1813,6763,Completed,14.22,210.64,UPI,Auto,1.0
16505,2024-12-03 09:50:00,Chennai,1749,12202,Completed,24.18,396.19,Card,Auto,1.2
16506,2024-06-05 03:51:00,Hyderabad,1963,10382,Completed,23.71,389.42,Wallet,SUV,1.2
16507,2024-12-05 21:12:00,Delhi,1571,19795,Completed,15.88,230.56,UPI,Prime,1.0
16508,2024-10-13 02:27:00,Mumbai,1587,13678,Completed,20.54,286.48,UPI,Auto,1.0
16509,2024-05-12 07:53:00,Mumbai,1645,12666,Completed,18.16,386.88,Card,Auto,1.5
16510,2024-12-19 20:29:00,Delhi,1836,13117,Completed,11.04,172.48,Cash,SUV,1.0
16511,2024-01-25 15:03:00,Chennai,1428,14532,Completed,23.18,318.16,Wallet,Prime,1.0
16512,2024-02-25 00:39:00,Bangalore,1590,9095,Completed,2.16,79.1,UPI,Auto,1.2
16513,2024-12-30 13:37:00,Delhi,1817,18246,Completed,22.58,310.96,UPI,Auto,1.0
16514,2024-05-07 16:14:00,Chennai,1459,13351,Completed,8.65,143.8,Card,Auto,1.0
16515,2024-03-13 16:00:00,Hyderabad,1360,11622,Completed,6.76,121.12,Card,SUV,1.0
16516,2024-12-24 10:29:00,Chennai,1908,5180,Completed,2.12,65.44,Wallet,Auto,1.0
16517,2024-08-26 11:52:00,Mumbai,1578,16423,Completed,18.41,313.1,Card,Auto,1.2
16518,2024-08-03 05:51:00,Delhi,1993,5188,Completed,8.27,167.09,Wallet,SUV,1.2
16519,2024-03-07 15:04:00,Mumbai,1120,15583,Completed,6.19,114.28,Cash,SUV,1.0
16520,2024-02-20 10:09:00,Delhi,1509,16131,Completed,3.17,93.65,Wallet,Mini,1.2
16521,2024-03-02 05:48:00,Chennai,1482,7657,Completed,23.74,487.32,Wallet,Mini,1.5
16522,2024-10-14 03:01:00,Pune,1236,14728,Completed,9.51,154.12,UPI,Auto,1.0
16523,2024-09-17 08:55:00,Bangalore,1734,10801,Completed,10.16,242.88,Card,Prime,1.5
16524,2024-12-21 00:03:00,Chennai,1808,10208,Completed,18.66,263.92,Cash,Prime,1.0
16525,2024-02-24 07:03:00,Chennai,1980,6758,Cancelled,14.48,0.0,Wallet,Prime,1.0
16526,2024-04-22 14:34:00,Delhi,1316,18887,No Show,4.12,0.0,Card,Prime,1.0
16527,2024-12-22 23:38:00,Mumbai,1845,5592,Completed,12.87,194.44,Card,Mini,1.0
16528,2024-09-14 19:43:00,Pune,1657,19308,Completed,2.51,84.14,Cash,Mini,1.2
16529,2024-08-13 01:25:00,Pune,1262,6994,Completed,21.4,296.8,UPI,Auto,1.0
16530,2024-09-15 07:12:00,Chennai,1861,13378,Completed,13.24,198.88,Cash,Mini,1.0
16531,2024-02-28 02:32:00,Hyderabad,1108,14458,Completed,3.87,129.66,Wallet,SUV,1.5
16532,2024-04-18 13:40:00,Hyderabad,1504,5361,Cancelled,9.17,0.0,Cash,Mini,2.0
16533,2024-11-01 08:51:00,Pune,1871,11666,Completed,12.19,223.54,UPI,Auto,1.2
16534,2024-11-30 12:11:00,Mumbai,1577,12489,Completed,9.46,153.52,Wallet,Mini,1.0
16535,2024-05-22 11:16:00,Pune,1474,10931,Completed,4.84,98.08,Wallet,Prime,1.0
16536,2024-07-11 02:35:00,Pune,1312,15078,Cancelled,10.12,0.0,Wallet,Prime,1.0
16537,2024-09-14 22:41:00,Delhi,1393,5626,Completed,8.79,145.48,Card,Prime,1.0
16538,2024-10-25 16:54:00,Delhi,1964,7235,No Show,23.17,0.0,UPI,Auto,1.0
16539,2024-09-02 07:51:00,Delhi,1613,7130,Cancelled,22.49,0.0,Card,Mini,1.0
16540,2024-10-03 08:59:00,Delhi,1021,6307,Completed,7.0,124.0,Card,Mini,1.0
16541,2024-11-30 03:51:00,Delhi,1561,13063,Completed,20.91,290.92,Card,Mini,1.0
16542,2024-02-02 22:14:00,Hyderabad,1192,11809,Completed,8.67,144.04,Wallet,Auto,1.0
16543,2024-03-06 17:23:00,Bangalore,1098,17611,Completed,3.66,83.92,Wallet,Prime,1.0
16544,2024-05-25 20:12:00,Delhi,1550,9571,Completed,6.17,114.04,Card,Prime,1.0
16545,2024-11-18 21:26:00,Pune,1254,9057,Completed,23.62,323.44,Card,Prime,1.0
16546,2024-11-06 02:45:00,Hyderabad,1408,10907,Completed,18.66,263.92,Card,Mini,1.0
16547,2024-04-27 12:34:00,Bangalore,1915,13654,Completed,17.05,244.6,Card,Prime,1.0
16548,2024-07-18 21:58:00,Delhi,1792,7858,Completed,2.81,73.72,Cash,Mini,1.0
16549,2024-05-19 19:34:00,Hyderabad,1921,10678,Completed,2.6,71.2,Card,Auto,1.0
16550,2024-10-19 21:27:00,Bangalore,1131,9456,Cancelled,6.11,0.0,Card,Mini,1.0
16551,2024-01-14 01:35:00,Mumbai,1511,5204,Completed,7.29,152.98,UPI,Auto,1.2
16552,2024-04-07 00:59:00,Chennai,1555,18831,Cancelled,20.73,0.0,Cash,Mini,1.0
16553,2024-11-10 22:20:00,Pune,1660,9325,Cancelled,11.51,0.0,Cash,Mini,1.0
16554,2024-11-29 07:21:00,Chennai,1773,16196,Completed,22.91,314.92,Wallet,Mini,1.0
16555,2024-12-08 18:44:00,Delhi,1308,11343,Cancelled,5.67,0.0,Wallet,Mini,1.2
16556,2024-08-04 10:52:00,Hyderabad,1754,18723,Completed,2.4,137.6,Card,Prime,2.0
16557,2024-07-09 04:49:00,Chennai,1183,10029,Completed,12.62,287.16,UPI,Mini,1.5
16558,2024-10-10 13:41:00,Mumbai,1056,8237,Cancelled,12.84,0.0,UPI,SUV,1.0
16559,2024-03-03 22:11:00,Bangalore,1274,9085,Completed,4.53,94.36,Cash,Mini,1.0
16560,2024-10-17 18:03:00,Mumbai,1323,18385,Completed,10.7,168.4,Cash,SUV,1.0
16561,2024-07-13 23:09:00,Mumbai,1207,14469,Completed,10.16,161.92,UPI,Prime,1.0
16562,2024-04-25 15:54:00,Mumbai,1553,12974,Completed,5.99,134.26,UPI,SUV,1.2
16563,2024-04-21 21:04:00,Pune,1946,17063,Cancelled,7.71,0.0,Wallet,SUV,1.0
16564,2024-09-02 10:13:00,Pune,1081,9611,Completed,23.26,319.12,UPI,SUV,1.0
16565,2024-09-16 03:01:00,Mumbai,1249,18310,Completed,6.22,114.64,Card,Auto,1.0
16566,2024-07-08 08:08:00,Delhi,1108,7175,No Show,19.26,0.0,Card,SUV,1.0
16567,2024-09-16 21:27:00,Hyderabad,1269,15985,Completed,7.31,127.72,UPI,SUV,1.0
16568,2024-09-23 22:38:00,Pune,1165,9374,Completed,7.12,125.44,Wallet,Prime,1.0
16569,2024-05-24 07:20:00,Chennai,1101,11685,Completed,19.65,275.8,UPI,Prime,1.0
16570,2024-08-16 04:28:00,Chennai,1119,16474,Completed,2.87,74.44,Wallet,Auto,1.0
16571,2024-07-06 19:19:00,Delhi,1096,7721,Completed,11.31,175.72,Cash,Mini,1.0
16572,2024-02-13 04:21:00,Bangalore,1831,15418,Completed,18.36,260.32,Wallet,Mini,1.0
16573,2024-04-27 20:31:00,Delhi,1962,8933,Completed,4.32,91.84,Cash,SUV,1.0
16574,2024-12-21 18:33:00,Bangalore,1506,18349,Cancelled,17.19,0.0,Cash,SUV,1.0
16575,2024-10-09 12:11:00,Mumbai,1285,9344,Cancelled,17.66,0.0,Cash,Auto,1.0
16576,2024-06-15 17:48:00,Hyderabad,1765,5836,Completed,5.97,111.64,UPI,Prime,1.0
16577,2024-12-06 23:25:00,Pune,1564,14069,Completed,23.34,320.08,Cash,Auto,1.0
16578,2024-05-30 13:30:00,Mumbai,1017,19299,Completed,23.55,322.6,UPI,Mini,1.0
